
# QPROP Version 1.22
# 
# APC 5x4E X-Prop                                                                 
# 
# T-motor F40                                                                     
#   0.82000E-01  Rmotor (Ohms)                  
#   0.70000      Io     (Amps)                  
#    1600.0      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
   17.000   6000.      0.000 -0.4374      0.4744E-03  0.2981       3.814    0.7795   0.1003 -24.9446   0.42608 -0.3541E-01  0.6049E-03  -1.7479  -2.5012   2.973      -7.436      -0.2879  0.1931    
   19.000   6000.      0.000 -0.5119      0.1981E-02   1.245       3.835    1.0320   0.3146  -7.8125   0.47621 -0.4144E-01  0.2526E-02  -1.8235  -2.4576   3.957      -9.725      -0.2830  0.2489    
   21.000   6000.      0.000 -0.6048      0.3850E-02   2.419       3.860    1.3451   0.4659  -5.2506   0.52634 -0.4897E-01  0.4909E-02  -1.9462  -2.4461   5.192      -12.70      -0.2777  0.3085    

    1.000   6500.      0.000  0.9002      0.1151E-01   7.833       4.278    2.6281   0.6967   0.1149   0.02314  0.6210E-01  0.1250E-01   9.8177   0.0801   11.24      0.9002       0.9786  0.5562E-01
    3.000   6500.      0.000  0.7671      0.1091E-01   7.425       4.270    2.5277   0.6880   0.3099   0.06941  0.5292E-01  0.1185E-01   7.3858   0.2132   10.79       2.301       0.8190  0.5092E-01
    5.000   6500.      0.000  0.6090      0.9866E-02   6.716       4.255    2.3531   0.6707   0.4534   0.11568  0.4202E-01  0.1072E-01   5.1732   0.3041   10.01       3.045       0.6373  0.4906E-01
    7.000   6500.      0.000  0.4300      0.8306E-02   5.654       4.234    2.0916   0.6384   0.5324   0.16195  0.2966E-01  0.9023E-02   3.2184   0.3399   8.856       3.010       0.4422  0.4899E-01
    9.000   6500.      0.000  0.2290      0.6104E-02   4.155       4.204    1.7228   0.5737   0.4959   0.20822  0.1579E-01  0.6632E-02   1.5123   0.2845   7.242       2.061       0.2365  0.5094E-01
   11.000   6500.      0.000  0.5472E-02  0.3140E-02   2.137       4.163    1.2260   0.4187   0.0282   0.25449  0.3775E-03  0.3411E-02   0.0320   0.0118   5.104      0.6020E-01   0.0237  0.5495E-01
   13.000   6500.      0.000 -0.2291     -0.2886E-03 -0.1964       4.116    0.6516  -0.0732  15.1627   0.30077 -0.1581E-01 -0.3135E-03  -1.1903  -1.1106   2.682      -2.979      -0.1756  0.6811E-01
   15.000   6500.      0.000 -0.4032     -0.1692E-02  -1.151       4.097    0.4166  -0.6747   5.2528   0.34704 -0.2782E-01 -0.1838E-02  -1.8458  -3.5442   1.707      -6.048      -0.2879  0.1090    
   17.000   6500.      0.000 -0.4649     -0.5224E-03 -0.3556       4.113    0.6125  -0.1412  22.2281   0.39331 -0.3207E-01 -0.5675E-03  -1.8646  -3.1376   2.519      -7.903      -0.2909  0.1563    
   19.000   6500.      0.000 -0.5320      0.7957E-03  0.5416       4.131    0.8333   0.1573 -18.6638   0.43958 -0.3670E-01  0.8644E-03  -1.8993  -2.9365   3.442      -10.11      -0.2866  0.2042    
   21.000   6500.      0.000 -0.6169      0.2524E-02   1.718       4.155    1.1228   0.3682  -7.5411   0.48585 -0.4255E-01  0.2742E-02  -1.9869  -2.7769   4.665      -12.95      -0.2820  0.2568    

    1.000   7000.      0.000   1.050      0.1323E-01   9.700       4.614    2.9171   0.7206   0.1082   0.02148  0.6245E-01  0.1240E-01  10.6753   0.0780   13.46       1.050       0.9839  0.5308E-01
    3.000   7000.      0.000  0.9090      0.1263E-01   9.256       4.606    2.8157   0.7137   0.2946   0.06445  0.5407E-01  0.1183E-01   8.2317   0.2103   12.97       2.727       0.8378  0.4862E-01
    5.000   7000.      0.000  0.7419      0.1158E-01   8.485       4.591    2.6395   0.7002   0.4372   0.10742  0.4413E-01  0.1084E-01   5.9827   0.3061   12.12       3.710       0.6711  0.4678E-01
    7.000   7000.      0.000  0.5541      0.1002E-01   7.348       4.570    2.3795   0.6757   0.5278   0.15038  0.3296E-01  0.9390E-02   3.9731   0.3566   10.87       3.878       0.4923  0.4635E-01
    9.000   7000.      0.000  0.3445      0.7857E-02   5.759       4.540    2.0165   0.6291   0.5383   0.19335  0.2049E-01  0.7360E-02   2.1982   0.3386   9.155       3.100       0.3037  0.4755E-01
   11.000   7000.      0.000  0.1127      0.4961E-02   3.636       4.501    1.5311   0.5277   0.3408   0.23632  0.6701E-02  0.4647E-02   0.6413   0.1798   6.891       1.239       0.1080  0.5044E-01
   13.000   7000.      0.000 -0.1403      0.1311E-02  0.9607       4.450    0.9196   0.2347  -1.8985   0.27928 -0.8346E-02  0.1228E-02  -0.7152  -0.4457   4.093      -1.824      -0.0890  0.5699E-01
   15.000   7000.      0.000 -0.3759     -0.1956E-02  -1.434       4.406    0.3722  -0.8745   3.9318   0.32225 -0.2236E-01 -0.1833E-02  -1.7126  -3.4383   1.640      -5.638      -0.2457  0.7870E-01
   17.000   7000.      0.000 -0.4974     -0.1529E-02  -1.121       4.411    0.4437  -0.5727   7.5416   0.36521 -0.2958E-01 -0.1433E-02  -2.0034  -4.3193   1.958      -8.455      -0.2924  0.1264    
   19.000   7000.      0.000 -0.5594     -0.3646E-03 -0.2672       4.427    0.6389  -0.0945  39.7736   0.40818 -0.3328E-01 -0.3415E-03  -2.0030  -3.7576   2.829      -10.63      -0.2896  0.1679    
   21.000   7000.      0.000 -0.6367      0.1187E-02  0.8703       4.449    0.8989   0.2176 -15.3636   0.45115 -0.3787E-01  0.1112E-02  -2.0543  -3.3435   3.999      -13.37      -0.2855  0.2140    

    1.000   7500.      0.000   1.211      0.1508E-01   11.84       4.952    3.2259   0.7412   0.1023   0.02005  0.6276E-01  0.1230E-01  11.5337   0.0758   15.97       1.211       0.9886  0.5083E-01
    3.000   7500.      0.000   1.063      0.1447E-01   11.36       4.944    3.1237   0.7357   0.2806   0.06015  0.5506E-01  0.1180E-01   9.0808   0.2064   15.44       3.188       0.8541  0.4657E-01
    5.000   7500.      0.000  0.8864      0.1340E-01   10.53       4.929    2.9457   0.7250   0.4210   0.10026  0.4593E-01  0.1094E-01   6.8002   0.3053   14.52       4.432       0.7000  0.4478E-01
    7.000   7500.      0.000  0.6897      0.1186E-01   9.311       4.908    2.6864   0.7062   0.5185   0.14036  0.3574E-01  0.9674E-02   4.7428   0.3662   13.18       4.828       0.5352  0.4413E-01
    9.000   7500.      0.000  0.4715      0.9716E-02   7.631       4.878    2.3279   0.6719   0.5561   0.18046  0.2443E-01  0.7928E-02   2.9069   0.3737   11.36       4.244       0.3613  0.4480E-01
   11.000   7500.      0.000  0.2312      0.6877E-02   5.401       4.839    1.8522   0.6025   0.4710   0.22056  0.1198E-01  0.5611E-02   1.2802   0.2838   8.963       2.544       0.1805  0.4686E-01
   13.000   7500.      0.000 -0.3149E-01  0.3232E-02   2.538       4.789    1.2415   0.4269  -0.1613   0.26066 -0.1632E-02  0.2637E-02  -0.1570  -0.0688   5.946     -0.4093      -0.0049  0.5034E-01
   15.000   7500.      0.000 -0.3014     -0.7618E-03 -0.5983       4.734    0.5724  -0.2208   7.5565   0.30077 -0.1562E-01 -0.6216E-03  -1.3561  -1.6684   2.710      -4.521      -0.1757  0.6239E-01
   17.000   7500.      0.000 -0.5120     -0.2796E-02  -2.196       4.706    0.2315  -2.0162   3.9631   0.34087 -0.2653E-01 -0.2282E-02  -2.0665  -7.9903   1.089      -8.704      -0.2815  0.9547E-01
   19.000   7500.      0.000 -0.5938     -0.1477E-02  -1.160       4.725    0.4525  -0.5426   9.7252   0.38097 -0.3077E-01 -0.1205E-02  -2.1336  -5.2765   2.138      -11.28      -0.2920  0.1387    
   21.000   7500.      0.000 -0.6640     -0.1328E-03 -0.1043       4.743    0.6778  -0.0324 133.7319   0.42107 -0.3441E-01 -0.1083E-03  -2.1473  -4.3375   3.215      -13.94      -0.2884  0.1785    

    1.000   8000.      0.000   1.384      0.1704E-01   14.27       5.291    3.5545   0.7588   0.0970   0.01880  0.6303E-01  0.1222E-01  12.3928   0.0736   18.81       1.384       0.9928  0.4881E-01
    3.000   8000.      0.000   1.228      0.1642E-01   13.76       5.283    3.4516   0.7545   0.2677   0.05639  0.5592E-01  0.1178E-01   9.9325   0.2020   18.24       3.684       0.8683  0.4473E-01
    5.000   8000.      0.000   1.043      0.1535E-01   12.86       5.268    3.2716   0.7460   0.4054   0.09399  0.4748E-01  0.1101E-01   7.6245   0.3025   17.24       5.213       0.7252  0.4300E-01
    7.000   8000.      0.000  0.8370      0.1380E-01   11.56       5.247    3.0124   0.7315   0.5068   0.13158  0.3812E-01  0.9898E-02   5.5251   0.3707   15.81       5.859       0.5723  0.4221E-01
    9.000   8000.      0.000  0.6101      0.1168E-01   9.788       5.218    2.6576   0.7058   0.5610   0.16918  0.2779E-01  0.8379E-02   3.6347   0.3960   13.87       5.491       0.4112  0.4250E-01
   11.000   8000.      0.000  0.3613      0.8892E-02   7.449       5.180    2.1899   0.6568   0.5335   0.20678  0.1645E-01  0.6377E-02   1.9447   0.3504   11.34       3.974       0.2434  0.4396E-01
   13.000   8000.      0.000  0.9016E-01  0.5326E-02   4.462       5.131    1.5925   0.5462   0.2627   0.24437  0.4106E-02  0.3820E-02   0.4395   0.1435   8.170       1.172       0.0708  0.4661E-01
   15.000   8000.      0.000 -0.2011      0.1053E-02  0.8817       5.072    0.8763   0.1984  -3.4205   0.28197 -0.9157E-02  0.7549E-03  -0.8902  -0.6786   4.445      -3.016      -0.1007  0.5322E-01
   17.000   8000.      0.000 -0.4697     -0.2794E-02  -2.340       5.019    0.2319  -2.0107   3.4119   0.31956 -0.2139E-01 -0.2004E-02  -1.8851  -6.8603   1.164      -7.985      -0.2383  0.7099E-01
   19.000   8000.      0.000 -0.6298     -0.2722E-02  -2.280       5.020    0.2440  -1.8616   5.2479   0.35716 -0.2868E-01 -0.1952E-02  -2.2718  -9.7695   1.225      -11.97      -0.2921  0.1130    
   21.000   8000.      0.000 -0.6983     -0.1414E-02  -1.185       5.038    0.4630  -0.5080  12.3754   0.39475 -0.3180E-01 -0.1014E-02  -2.2650  -6.2867   2.333      -14.66      -0.2908  0.1493    

    1.000   8500.      0.000   1.568      0.1913E-01   17.02       5.633    3.9047   0.7741   0.0921   0.01769  0.6326E-01  0.1215E-01  13.2513   0.0713   21.99       1.568       0.9964  0.4729E-01
    3.000   8500.      0.000   1.405      0.1850E-01   16.47       5.624    3.7996   0.7706   0.2560   0.05308  0.5668E-01  0.1175E-01  10.7866   0.1972   21.37       4.215       0.8809  0.4306E-01
    5.000   8500.      0.000   1.211      0.1741E-01   15.50       5.609    3.6173   0.7638   0.3906   0.08846  0.4884E-01  0.1106E-01   8.4544   0.2983   20.29       6.053       0.7472  0.4141E-01
    7.000   8500.      0.000  0.9960      0.1586E-01   14.12       5.588    3.3579   0.7525   0.4938   0.12384  0.4018E-01  0.1008E-01   6.3179   0.3716   18.76       6.972       0.6048  0.4053E-01
    9.000   8500.      0.000  0.7603      0.1376E-01   12.25       5.559    3.0057   0.7331   0.5586   0.15923  0.3067E-01  0.8743E-02   4.3787   0.4095   16.71       6.843       0.4548  0.4056E-01
   11.000   8500.      0.000  0.5029      0.1101E-01   9.800       5.521    2.5448   0.6975   0.5644   0.19461  0.2029E-01  0.6995E-02   2.6313   0.3937   14.05       5.532       0.2984  0.4156E-01
   13.000   8500.      0.000  0.2233      0.7513E-02   6.687       5.473    1.9588   0.6238   0.4340   0.23000  0.9007E-02  0.4773E-02   1.0632   0.2707   10.72       2.902       0.1373  0.4357E-01
   15.000   8500.      0.000 -0.7901E-01  0.3196E-02   2.845       5.414    1.2355   0.4253  -0.4166   0.26538 -0.3187E-02  0.2030E-02  -0.3434  -0.1772   6.689      -1.185      -0.0267  0.4706E-01
   17.000   8500.      0.000 -0.3835     -0.1366E-02  -1.216       5.351    0.4712  -0.4821   5.3625   0.30077 -0.1547E-01 -0.8676E-03  -1.5217  -2.5855   2.521      -6.519      -0.1758  0.5783E-01
   19.000   8500.      0.000 -0.6312     -0.3949E-02  -3.515       5.316    0.0383 -17.2669   3.4116   0.33615 -0.2546E-01 -0.2509E-02  -2.2773 -58.9077  0.2036      -11.99      -0.2749  0.8610E-01
   21.000   8500.      0.000 -0.7383     -0.2776E-02  -2.471       5.332    0.2348  -1.9737   6.2739   0.37153 -0.2978E-01 -0.1764E-02  -2.4030 -12.3827   1.252      -15.50      -0.2926  0.1243    

    1.000   9000.      0.000   1.764      0.2132E-01   20.10       5.975    4.2728   0.7871   0.0878   0.01671  0.6347E-01  0.1208E-01  14.1112   0.0691   25.53       1.764       0.9997  0.4564E-01
    3.000   9000.      0.000   1.593      0.2070E-01   19.51       5.967    4.1678   0.7844   0.2451   0.05013  0.5734E-01  0.1173E-01  11.6413   0.1922   24.87       4.780       0.8919  0.4167E-01
    5.000   9000.      0.000   1.390      0.1959E-01   18.47       5.952    3.9829   0.7790   0.3764   0.08355  0.5003E-01  0.1110E-01   9.2891   0.2932   23.70       6.951       0.7666  0.3996E-01
    7.000   9000.      0.000   1.167      0.1804E-01   17.00       5.930    3.7228   0.7702   0.4803   0.11696  0.4198E-01  0.1022E-01   7.1195   0.3699   22.08       8.167       0.6334  0.3904E-01
    9.000   9000.      0.000  0.9221      0.1595E-01   15.03       5.902    3.3727   0.7553   0.5520   0.15038  0.3318E-01  0.9039E-02   5.1367   0.4170   19.90       8.299       0.4932  0.3887E-01
   11.000   9000.      0.000  0.6560      0.1323E-01   12.47       5.864    2.9173   0.7290   0.5786   0.18380  0.2361E-01  0.7499E-02   3.3370   0.4218   17.11       7.216       0.3470  0.3953E-01
   13.000   9000.      0.000  0.3679      0.9795E-02   9.232       5.817    2.3412   0.6779   0.5180   0.21722  0.1324E-01  0.5551E-02   1.7109   0.3511   13.62       4.782       0.1961  0.4105E-01
   15.000   9000.      0.000  0.5740E-01  0.5548E-02   5.229       5.759    1.6295   0.5572   0.1647   0.25064  0.2065E-02  0.3144E-02   0.2446   0.0917   9.384      0.8610       0.0418  0.4343E-01
   17.000   9000.      0.000 -0.2709      0.6430E-03  0.6060       5.691    0.8077   0.1318  -7.5989   0.28406 -0.9748E-02  0.3644E-03  -1.0599  -1.0018   4.597      -4.605      -0.1096  0.4961E-01
   19.000   9000.      0.000 -0.5743     -0.3687E-02  -3.475       5.632    0.0822  -7.5043   3.1399   0.31747 -0.2066E-01 -0.2089E-02  -2.0593 -23.5626  0.4631      -10.91      -0.2323  0.6594E-01
   21.000   9000.      0.000 -0.7749     -0.4138E-02  -3.900       5.626    0.0066-104.9598   4.1719   0.35089 -0.2788E-01 -0.2345E-02  -2.5302-437.8864  0.3716E-01  -16.27      -0.2905  0.1023    

    1.000   9500.      0.000   1.972      0.2364E-01   23.52       6.320    4.6609   0.7984   0.0838   0.01583  0.6367E-01  0.1202E-01  14.9719   0.0669   29.46       1.972       1.0027  0.4414E-01
    3.000   9500.      0.000   1.794      0.2301E-01   22.89       6.311    4.5553   0.7962   0.2351   0.04749  0.5793E-01  0.1170E-01  12.4980   0.1872   28.75       5.381       0.9017  0.4029E-01
    5.000   9500.      0.000   1.582      0.2189E-01   21.78       6.296    4.3684   0.7920   0.3631   0.07915  0.5108E-01  0.1114E-01  10.1279   0.2876   27.50       7.908       0.7840  0.3865E-01
    7.000   9500.      0.000   1.349      0.2034E-01   20.23       6.274    4.1074   0.7850   0.4668   0.11081  0.4357E-01  0.1034E-01   7.9288   0.3664   25.77       9.443       0.6588  0.3770E-01
    9.000   9500.      0.000   1.096      0.1826E-01   18.16       6.246    3.7587   0.7736   0.5430   0.14247  0.3538E-01  0.9284E-02   5.9067   0.4200   23.48       9.861       0.5272  0.3740E-01
   11.000   9500.      0.000  0.8208      0.1556E-01   15.48       6.209    3.3079   0.7539   0.5831   0.17413  0.2651E-01  0.7916E-02   4.0594   0.4396   20.54       9.029       0.3900  0.3779E-01
   13.000   9500.      0.000  0.5240      0.1218E-01   12.11       6.162    2.7403   0.7174   0.5623   0.20579  0.1692E-01  0.6193E-02   2.3797   0.4034   16.89       6.812       0.2483  0.3893E-01
   15.000   9500.      0.000  0.2050      0.8007E-02   7.966       6.105    2.0416   0.6391   0.3861   0.23745  0.6622E-02  0.4072E-02   0.8564   0.2467   12.46       3.075       0.1031  0.4081E-01
   17.000   9500.      0.000 -0.1360      0.3007E-02   2.992       6.036    1.2039   0.4117  -0.7729   0.26911 -0.4393E-02  0.1529E-02  -0.5237  -0.3182   7.267      -2.312      -0.0438  0.4397E-01
   19.000   9500.      0.000 -0.4753     -0.2103E-02  -2.092       5.966    0.3476  -1.0089   4.3165   0.30077 -0.1535E-01 -0.1070E-02  -1.6871  -4.3549   2.074      -9.031      -0.1760  0.5411E-01
   21.000   9500.      0.000 -0.7602     -0.5275E-02  -5.247       5.922   -0.1838   4.8215   3.0423   0.33242 -0.2455E-01 -0.2683E-02  -2.4790  14.6683  -1.088      -15.96      -0.2689  0.7843E-01

    1.000  0.1000E+05  0.000   2.191      0.2607E-01   27.31       6.666    5.0689   0.8082   0.0802   0.01504  0.6386E-01  0.1197E-01  15.8333   0.0648   33.79       2.191       1.0055  0.4276E-01
    3.000  0.1000E+05  0.000   2.005      0.2544E-01   26.65       6.657    4.9633   0.8065   0.2258   0.04511  0.5845E-01  0.1168E-01  13.3545   0.1821   33.04       6.016       0.9104  0.3919E-01
    5.000  0.1000E+05  0.000   1.785      0.2432E-01   25.46       6.641    4.7740   0.8031   0.3505   0.07519  0.5203E-01  0.1116E-01  10.9704   0.2815   31.71       8.925       0.7996  0.3744E-01
    7.000  0.1000E+05  0.000   1.543      0.2275E-01   23.82       6.620    4.5117   0.7976   0.4534   0.10527  0.4498E-01  0.1044E-01   8.7448   0.3617   29.87       10.80       0.6816  0.3649E-01
    9.000  0.1000E+05  0.000   1.281      0.2067E-01   21.65       6.591    4.1639   0.7888   0.5325   0.13534  0.3733E-01  0.9489E-02   6.6870   0.4200   27.45       11.53       0.5577  0.3609E-01
   11.000  0.1000E+05  0.000  0.9972      0.1801E-01   18.86       6.555    3.7168   0.7739   0.5818   0.16542  0.2907E-01  0.8265E-02   4.7963   0.4502   24.36       10.97       0.4285  0.3628E-01
   13.000  0.1000E+05  0.000  0.6918      0.1466E-01   15.35       6.509    3.1566   0.7473   0.5857   0.19550  0.2016E-01  0.6730E-02   3.0672   0.4377   20.55       8.993       0.2949  0.3712E-01
   15.000  0.1000E+05  0.000  0.3642      0.1056E-01   11.06       6.452    2.4694   0.6940   0.4940   0.22557  0.1062E-01  0.4847E-02   1.4906   0.3429   15.93       5.463       0.1579  0.3860E-01
   17.000  0.1000E+05  0.000  0.1437E-01  0.5621E-02   5.886       6.385    1.6418   0.5615   0.0415   0.25565  0.4188E-03  0.2580E-02   0.0544   0.0233   10.48      0.2443       0.0185  0.4074E-01
   19.000  0.1000E+05  0.000 -0.3506      0.9256E-04  0.9693E-01   6.309    0.7155   0.0215 -68.7307   0.28573 -0.1022E-01  0.4249E-04  -1.2290  -1.4759   4.514      -6.662      -0.1167  0.4660E-01
   21.000  0.1000E+05  0.000 -0.6870     -0.4828E-02  -5.055       6.241   -0.1089   7.4405   2.8539   0.31580 -0.2002E-01 -0.2216E-02  -2.2263  21.2343 -0.6794      -14.43      -0.2273  0.6057E-01

    1.000  0.1050E+05  0.000   2.422      0.2863E-01   31.48       7.013    5.4969   0.8166   0.0769   0.01432  0.6403E-01  0.1192E-01  16.6956   0.0628   38.55       2.422       1.0081  0.4150E-01
    3.000  0.1050E+05  0.000   2.229      0.2799E-01   30.78       7.005    5.3905   0.8152   0.2172   0.04297  0.5893E-01  0.1166E-01  14.2132   0.1771   37.76       6.687       0.9183  0.3802E-01
    5.000  0.1050E+05  0.000   2.000      0.2686E-01   29.53       6.989    5.1998   0.8126   0.3387   0.07161  0.5288E-01  0.1118E-01  11.8161   0.2752   36.34       10.00       0.8136  0.3633E-01
    7.000  0.1050E+05  0.000   1.749      0.2528E-01   27.80       6.967    4.9360   0.8083   0.4405   0.10026  0.4624E-01  0.1053E-01   9.5665   0.3561   34.39       12.24       0.7021  0.3539E-01
    9.000  0.1050E+05  0.000   1.478      0.2321E-01   25.52       6.939    4.5885   0.8015   0.5212   0.12890  0.3907E-01  0.9662E-02   7.4765   0.4178   31.84       13.30       0.5850  0.3491E-01
   11.000  0.1050E+05  0.000   1.185      0.2056E-01   22.60       6.902    4.1445   0.7902   0.5768   0.15754  0.3134E-01  0.8559E-02   5.5461   0.4558   28.61       13.04       0.4631  0.3496E-01
   13.000  0.1050E+05  0.000  0.8712      0.1725E-01   18.97       6.857    3.5905   0.7705   0.5970   0.18619  0.2303E-01  0.7182E-02   3.7714   0.4600   24.62       11.33       0.3369  0.3555E-01
   15.000  0.1050E+05  0.000  0.5350      0.1321E-01   14.52       6.801    2.9133   0.7330   0.5525   0.21483  0.1414E-01  0.5500E-02   2.1450   0.4050   19.81       8.025       0.2073  0.3672E-01
   17.000  0.1050E+05  0.000  0.1766      0.8356E-02   9.187       6.735    2.1000   0.6496   0.3267   0.24348  0.4668E-02  0.3479E-02   0.6566   0.2122   14.14       3.002       0.0752  0.3846E-01
   19.000  0.1050E+05  0.000 -0.2037      0.2704E-02   2.973       6.657    1.1530   0.3873  -1.3020   0.27212 -0.5386E-02  0.1126E-02  -0.7040  -0.5043   7.676      -3.871      -0.0574  0.4190E-01
   21.000  0.1050E+05  0.000 -0.5771     -0.2977E-02  -3.273       6.579    0.2013  -2.4718   3.7026   0.30077 -0.1526E-01 -0.1239E-02  -1.8525  -9.1521   1.324      -12.12      -0.1761  0.5100E-01

    1.000  0.1100E+05  0.000   2.665      0.3130E-01   36.06       7.362    5.9451   0.8238   0.0739   0.01367  0.6419E-01  0.1188E-01  17.5587   0.0609   43.77       2.665       1.0106  0.4033E-01
    3.000  0.1100E+05  0.000   2.464      0.3067E-01   35.33       7.354    5.8394   0.8228   0.2092   0.04101  0.5936E-01  0.1164E-01  15.0722   0.1722   42.94       7.393       0.9255  0.3714E-01
    5.000  0.1100E+05  0.000   2.227      0.2952E-01   34.00       7.338    5.6457   0.8207   0.3275   0.06836  0.5365E-01  0.1120E-01  12.6647   0.2688   41.43       11.14       0.8264  0.3530E-01
    7.000  0.1100E+05  0.000   1.967      0.2793E-01   32.18       7.316    5.3802   0.8174   0.4279   0.09570  0.4738E-01  0.1060E-01  10.3933   0.3498   39.36       13.77       0.7206  0.3437E-01
    9.000  0.1100E+05  0.000   1.687      0.2586E-01   29.79       7.288    5.0328   0.8122   0.5096   0.12304  0.4063E-01  0.9810E-02   8.2739   0.4139   36.68       15.18       0.6097  0.3385E-01
   11.000  0.1100E+05  0.000   1.385      0.2322E-01   26.75       7.251    4.5911   0.8035   0.5696   0.15038  0.3337E-01  0.8810E-02   6.3071   0.4577   33.29       15.24       0.4943  0.3377E-01
   13.000  0.1100E+05  0.000   1.062      0.1995E-01   22.98       7.206    4.0424   0.7888   0.6010   0.17772  0.2559E-01  0.7567E-02   4.4903   0.4740   29.13       13.81       0.3748  0.3418E-01
   15.000  0.1100E+05  0.000  0.7174      0.1596E-01   18.38       7.152    3.3741   0.7619   0.5853   0.20507  0.1728E-01  0.6054E-02   2.8174   0.4460   24.13       10.76       0.2520  0.3509E-01
   17.000  0.1100E+05  0.000  0.3504      0.1118E-01   12.88       7.086    2.5735   0.7063   0.4624   0.23241  0.8440E-02  0.4242E-02   1.2800   0.3266   18.24       5.956       0.1266  0.3651E-01
   19.000  0.1100E+05  0.000 -0.3893E-01  0.5542E-02   6.384       7.009    1.6286   0.5593  -0.1159   0.25975 -0.9377E-03  0.2102E-02  -0.1325  -0.0648   11.41     -0.7396      -0.0006  0.3842E-01
   21.000  0.1100E+05  0.000 -0.4414     -0.5379E-03 -0.6196       6.925    0.6099  -0.1467  14.9608   0.28709 -0.1063E-01 -0.2040E-03  -1.4013  -2.1948   4.223      -9.269      -0.1225  0.4481E-01

    1.000  0.1150E+05  0.000   2.919      0.3410E-01   41.07       7.713    6.4135   0.8301   0.0711   0.01308  0.6434E-01  0.1184E-01  18.4226   0.0590   49.47       2.919       1.0129  0.3924E-01
    3.000  0.1150E+05  0.000   2.711      0.3346E-01   40.30       7.705    6.3066   0.8293   0.2018   0.03923  0.5975E-01  0.1161E-01  15.9325   0.1674   48.59       8.134       0.9320  0.3614E-01
    5.000  0.1150E+05  0.000   2.466      0.3230E-01   38.90       7.689    6.1120   0.8278   0.3170   0.06538  0.5435E-01  0.1121E-01  13.5160   0.2624   46.99       12.33       0.8381  0.3434E-01
    7.000  0.1150E+05  0.000   2.197      0.3070E-01   36.98       7.667    5.8445   0.8252   0.4159   0.09154  0.4842E-01  0.1066E-01  11.2248   0.3432   44.81       15.38       0.7375  0.3343E-01
    9.000  0.1150E+05  0.000   1.907      0.2863E-01   34.48       7.638    5.4968   0.8212   0.4979   0.11769  0.4204E-01  0.9936E-02   9.0785   0.4089   41.99       17.17       0.6322  0.3288E-01
   11.000  0.1150E+05  0.000   1.597      0.2600E-01   31.32       7.602    5.0569   0.8146   0.5610   0.14384  0.3520E-01  0.9025E-02   7.0783   0.4570   38.44       17.57       0.5226  0.3271E-01
   13.000  0.1150E+05  0.000   1.265      0.2276E-01   27.40       7.558    4.5127   0.8035   0.6002   0.17000  0.2788E-01  0.7898E-02   5.2224   0.4822   34.11       16.45       0.4092  0.3297E-01
   15.000  0.1150E+05  0.000  0.9115      0.1881E-01   22.66       7.503    3.8521   0.7838   0.6035   0.19615  0.2009E-01  0.6529E-02   3.5062   0.4730   28.90       13.67       0.2925  0.3367E-01
   17.000  0.1150E+05  0.000  0.5358      0.1410E-01   16.98       7.439    3.0629   0.7454   0.5364   0.22230  0.1181E-01  0.4895E-02   1.9224   0.3998   22.78       9.109       0.1733  0.3483E-01
   19.000  0.1150E+05  0.000  0.1379      0.8554E-02   10.30       7.362    2.1333   0.6559   0.2543   0.24846  0.3039E-02  0.2969E-02   0.4621   0.1668   15.71       2.620       0.0522  0.3642E-01
   21.000  0.1150E+05  0.000 -0.2805      0.2234E-02   2.690       7.276    1.0742   0.3442  -2.1902   0.27461 -0.6183E-02  0.7752E-03  -0.8793  -0.7538   7.816      -5.891      -0.0686  0.3968E-01

    1.000  0.1200E+05  0.000   3.186      0.3702E-01   46.52       8.066    6.9021   0.8355   0.0685   0.01253  0.6448E-01  0.1180E-01  19.2874   0.0572   55.67       3.186       1.0151  0.3823E-01
    3.000  0.1200E+05  0.000   2.970      0.3637E-01   45.71       8.057    6.7941   0.8349   0.1950   0.03760  0.6012E-01  0.1159E-01  16.7943   0.1628   54.74       8.911       0.9380  0.3522E-01
    5.000  0.1200E+05  0.000   2.717      0.3521E-01   44.24       8.041    6.5987   0.8338   0.3071   0.06266  0.5500E-01  0.1122E-01  14.3697   0.2560   53.06       13.59       0.8489  0.3344E-01
    7.000  0.1200E+05  0.000   2.439      0.3360E-01   42.22       8.019    6.3291   0.8318   0.4043   0.08772  0.4936E-01  0.1071E-01  12.0603   0.3363   50.75       17.07       0.7530  0.3256E-01
    9.000  0.1200E+05  0.000   2.140      0.3152E-01   39.60       7.990    5.9807   0.8288   0.4863   0.11279  0.4332E-01  0.1005E-01   9.8894   0.4030   47.79       19.26       0.6527  0.3199E-01
   11.000  0.1200E+05  0.000   1.821      0.2890E-01   36.32       7.954    5.5421   0.8238   0.5515   0.13785  0.3685E-01  0.9212E-02   7.8584   0.4543   44.08       20.03       0.5484  0.3175E-01
